User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
932,1,2016,5,14,10:23,$-89.00,Chip Transaction,-1288082279022882052,Minneapolis,MN,55433.0,5499,"Bad PIN,",No
1457,0,2015,8,25,18:51,$140.00,Chip Transaction,-4282466774399734331,Toledo,OH,43615.0,4829,,No
1188,3,2015,7,4,12:40,$120.00,Swipe Transaction,-4282466774399734331,Pueblo,CO,81005.0,4829,,No
265,0,2019,12,10,08:10,$2.96,Chip Transaction,-984444807771159720,El Paso,TX,79938.0,5814,,No
1245,3,2013,12,22,16:31,$89.00,Swipe Transaction,-1288082279022882052,Clayton,NC,27520.0,5499,,No
1606,1,2009,5,7,08:13,$11.33,Swipe Transaction,8155055631542811907,Stockton,CA,95210.0,5921,,No
9,0,2015,10,6,15:35,$31.55,Swipe Transaction,-5162038175624867091,Abbeville,LA,70510.0,5541,,No
1770,0,2010,4,12,09:33,$16.11,Swipe Transaction,7145736684866660022,Tunnel Hill,GA,30755.0,5251,,No
162,0,2017,12,25,14:08,$-497.00,Chip Transaction,-6380232772327219248,Dunlap,IL,61525.0,3393,,No
138,1,2017,12,1,11:01,$8.93,Chip Transaction,-7730178469177881948,Detroit,MI,48235.0,5812,,No
1665,3,2012,8,13,17:16,$33.48,Swipe Transaction,-3739862438923451178,Los Angeles,CA,90002.0,7832,,No
1227,2,2011,6,1,05:28,$107.30,Swipe Transaction,8302528526592587249,Charleston,SC,29492.0,5211,,No
1275,3,2007,6,17,16:39,$-90.00,Swipe Transaction,2027553650310142703,Brooklyn,NY,11216.0,5541,,No
1032,0,2014,10,20,14:26,$80.00,Swipe Transaction,-4282466774399734331,Oklahoma City,OK,73112.0,4829,,No
1349,1,2011,6,7,13:02,$12.14,Swipe Transaction,1702559644936618179,Vacherie,LA,70090.0,5921,,No
1985,0,2007,11,2,13:04,$14.22,Swipe Transaction,-4752064311331295725,Southaven,MS,38671.0,4214,,No
1929,0,2014,1,25,08:43,$1.20,Swipe Transaction,-6571010470072147219,Auburn,NY,13021.0,5499,,No
1192,0,2014,10,4,08:53,$2.13,Swipe Transaction,-1662162349688630531,Newport News,VA,23605.0,5541,,No
1974,1,2016,8,8,14:01,$16.05,Swipe Transaction,5817218446178736267,Hebbronville,TX,78361.0,5912,,No
1240,3,2017,9,1,05:02,$35.55,Swipe Transaction,1913477460590765860,Scottsdale,AZ,85251.0,5300,,No
1855,3,2019,5,29,13:02,$16.44,Swipe Transaction,3189517333335617109,Manassas,VA,20110.0,5311,,No
1434,2,2015,8,26,18:56,$266.00,Chip Transaction,-1941351100496842353,Ben Wheeler,TX,75754.0,7011,,No
976,4,2005,9,23,09:07,$40.40,Swipe Transaction,6098687587141770242,Mears,MI,49436.0,5300,,No
995,1,2012,1,4,13:06,$11.49,Swipe Transaction,-5467922351692495955,Griffin,GA,30224.0,5912,,No
1401,0,2017,7,24,19:35,$2.40,Chip Transaction,-6571010470072147219,Lake Havasu City,AZ,86404.0,5499,,No
313,0,2016,9,13,04:57,$17.46,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
204,1,2013,6,30,12:12,$20.30,Swipe Transaction,-1015213351704563410,Arlington,MA,2476.0,5411,,No
320,3,2015,8,27,05:33,$3.78,Online Transaction,-521141999023077663, ONLINE,,,5815,,No
247,1,2017,7,28,22:02,$56.07,Chip Transaction,4751695835751691036,Lynn,MA,1902.0,5814,,No
953,1,2019,7,5,14:53,$100.00,Chip Transaction,-4282466774399734331,Muskego,WI,53150.0,4829,,No
540,0,2007,8,1,11:08,$22.02,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
205,3,2019,1,31,06:51,$28.93,Chip Transaction,1988979038734738809,Huntington Station,NY,11746.0,5912,,No
827,2,2018,11,14,17:46,$126.75,Chip Transaction,6698459923198770712,Cottondale,AL,35453.0,4814,,No
139,3,2016,8,31,07:15,$41.81,Chip Transaction,1913477460590765860,Brooklyn,NY,11214.0,5300,,No
1917,0,2015,10,6,10:55,$8.32,Chip Transaction,8438446124682714015,Delray Beach,FL,33445.0,5541,,No
285,2,2007,11,24,08:51,$50.27,Online Transaction,-6458444334611773637, ONLINE,,,4784,,No
1558,0,2015,7,31,07:16,$5.79,Chip Transaction,7133094643087953325,Grenada,MS,38901.0,5912,,No
1654,3,2010,7,18,11:08,$8.66,Swipe Transaction,7847619186796796084,Courtland,MS,38620.0,5812,,No
299,0,2006,6,7,19:13,$32.69,Swipe Transaction,1913477460590765860,Pittsburgh,PA,15211.0,5300,,No
577,0,2016,8,24,18:46,$34.05,Chip Transaction,-5102171529653948306,Toledo,OH,43608.0,7832,,No
329,0,2008,5,7,06:29,$142.25,Swipe Transaction,-3395538998277081094,Kent,WA,98042.0,5311,,No
884,1,2004,2,9,09:33,$1.70,Swipe Transaction,8438446124682714015,Rochelle,IL,61068.0,5541,,No
1792,1,2015,2,24,11:00,$11.36,Chip Transaction,2634868834346852663,Rancho Cucamonga,CA,91730.0,5300,,No
1026,2,2017,1,9,20:03,$13.92,Swipe Transaction,-3693650930986299431,Crestview,FL,32536.0,4814,,No
1082,0,2013,3,18,09:51,$41.38,Swipe Transaction,4218119594320719110,Hendersonville,TN,37075.0,4900,,No
1687,2,2011,10,13,06:36,$20.82,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1025,3,2017,4,4,14:26,$1.14,Swipe Transaction,-6571010470072147219,Dallas,TX,75240.0,5499,,No
1436,0,2008,5,23,17:48,$82.55,Swipe Transaction,-6026613412914034596,Russellton,PA,15076.0,5912,,No
1123,0,2009,5,3,11:40,$49.97,Online Transaction,-1688244360627004732, ONLINE,,,4784,,No
1146,3,2019,5,17,21:36,$28.27,Chip Transaction,3361014717977558147,Novato,CA,94947.0,5411,,No
1273,1,2008,8,18,08:02,$5.50,Swipe Transaction,1832768104993345615,Lakeside,CA,92040.0,5921,,No
1519,3,2017,9,24,08:21,$4.07,Chip Transaction,-3096743575434866479,Orlando,FL,32810.0,5814,,No
1212,0,2004,10,19,23:48,$60.00,Swipe Transaction,-4282466774399734331,Dallas,TX,75208.0,4829,,No
1850,0,2009,1,13,15:34,$266.84,Online Transaction,4241336128694185533, ONLINE,,,4814,"Insufficient Balance,",No
1654,3,2010,9,25,00:50,$19.68,Swipe Transaction,-5625192071377799312,Como,MS,38619.0,5411,,No
1083,0,2020,1,13,11:08,$-59.00,Chip Transaction,1799189980464955940,Jackson,GA,30233.0,5499,,No
215,0,2005,1,18,07:22,$45.71,Swipe Transaction,97032797689821735,New Brunswick,NJ,8901.0,5411,,No
509,1,2014,8,31,07:47,$96.22,Swipe Transaction,1913477460590765860,Germantown,MD,20875.0,5300,,No
1753,4,2002,3,6,09:46,$18.42,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
972,3,2019,10,2,11:04,$12.20,Chip Transaction,4751695835751691036,Plano,TX,75023.0,5814,,No
679,0,2013,11,6,15:57,$50.15,Swipe Transaction,-6304852180133065370,Olathe,KS,66061.0,5812,"Technical Glitch,",No
1129,0,2011,11,10,10:26,$2.30,Swipe Transaction,4501806325472380910,East Hartford,CT,6108.0,5411,,No
1325,2,2007,12,22,07:34,$7.45,Swipe Transaction,-7544286209746648494,Dallas,TX,75219.0,5411,,No
140,2,2020,1,31,12:11,$-80.00,Chip Transaction,1799189980464955940,San Francisco,CA,94112.0,5499,,No
1174,1,2018,7,5,15:41,$13.15,Chip Transaction,4722913068560264812,Reno,NV,89511.0,5411,,No
1273,0,2014,1,9,22:36,$31.02,Swipe Transaction,6832445792282254294,Lakeside,CA,92040.0,5813,,No
1476,2,2015,2,2,16:16,$37.94,Chip Transaction,-3345936507911876459,Brownsville,TX,78521.0,7538,,No
48,0,2001,4,6,14:20,$90.00,Swipe Transaction,2027553650310142703,Milwaukee,WI,53210.0,5541,,No
549,2,2006,11,12,02:37,$260.15,Swipe Transaction,-1677177681046431359,Newark,NJ,7103.0,5310,,No
235,1,2019,6,21,11:56,$-92.00,Chip Transaction,4081535247279879452,Garland,TX,75042.0,5541,,No
1534,3,2007,4,5,02:16,$2.21,Swipe Transaction,-5475680618560174533,Lexington,KY,40515.0,5942,,No
1886,3,2012,2,10,12:08,$93.60,Swipe Transaction,-568124016103704832,Peckville,PA,18452.0,5300,,No
1575,3,2001,6,21,14:09,$72.64,Swipe Transaction,112925206871091074,College Park,MD,20740.0,5541,,No
770,3,2012,1,12,08:01,$20.28,Swipe Transaction,2027553650310142703,Thibodaux,LA,70301.0,5541,,No
814,1,2009,9,5,07:52,$29.94,Swipe Transaction,1913477460590765860,Fenton,MO,63026.0,5300,,No
320,3,2016,11,24,11:23,$36.46,Swipe Transaction,-5904116920141006298,Brownwood,TX,76801.0,5719,,No
763,2,2014,11,1,17:28,$18.08,Swipe Transaction,8919682822789039434,New Matamoras,OH,45767.0,5814,,No
1242,0,2010,5,20,12:58,$7.95,Swipe Transaction,-7530148019062290489,Lebanon,PA,17042.0,5411,,No
1669,1,2007,4,19,06:52,$38.72,Swipe Transaction,4722913068560264812,Providence,RI,2904.0,5411,,No
91,0,2016,11,19,23:07,$-367.00,Chip Transaction,-6406662083475903219,Madison,WI,53719.0,3390,,No
1532,1,2007,2,28,14:35,$132.91,Swipe Transaction,-3853688375077014559,Barron,WI,54812.0,5912,,No
358,0,2009,2,14,11:36,$39.20,Swipe Transaction,-5475680618560174533,Rockton,IL,61072.0,5942,,No
1274,0,2017,8,22,07:18,$57.26,Chip Transaction,-1288082279022882052,Gainesville,FL,32608.0,5499,,No
1309,2,2005,1,4,12:26,$89.06,Online Transaction,7035602569409149834, ONLINE,,,5311,,No
800,0,2013,11,29,22:16,$27.83,Swipe Transaction,2027553650310142703,Los Angeles,CA,90018.0,5541,,No
924,4,2017,2,11,20:14,$17.54,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
1788,2,2003,5,11,09:06,$3.63,Swipe Transaction,2027553650310142703,Warner Robins,GA,31093.0,5541,,No
657,1,2011,4,16,17:30,$-83.00,Swipe Transaction,-5162038175624867091,Fayetteville,NC,28314.0,5541,,No
132,0,2011,3,9,08:07,$3.38,Swipe Transaction,-6088633941427462517,Orlando,FL,32822.0,5812,,No
1287,0,2019,3,8,09:38,$62.20,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1018,0,2005,8,20,16:55,$2.25,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
1101,1,2006,3,25,03:56,$84.90,Swipe Transaction,-4761872794859205079,Vacaville,CA,95687.0,4900,,No
1535,0,2004,6,12,09:12,$-55.00,Swipe Transaction,-5162038175624867091,Leitchfield,KY,42754.0,5541,,No
1131,2,2018,11,2,10:41,$0.34,Chip Transaction,-6571010470072147219,Crane,MO,65633.0,5499,,No
371,1,2018,9,20,13:30,$-85.00,Chip Transaction,1799189980464955940,Bolt,WV,25817.0,5499,,No
1329,1,2016,3,9,19:19,$39.07,Chip Transaction,878534750241365141,Palatine,IL,60074.0,5812,,No
1039,3,2011,12,16,15:59,$130.42,Swipe Transaction,1808028196683478733,Atlanta,GA,30342.0,7538,,No
819,0,2014,12,20,08:46,$84.25,Swipe Transaction,-7280900542879975826,Westminster,CO,80030.0,4111,,No
1320,3,2013,4,4,10:47,$17.46,Swipe Transaction,-5467922351692495955,Bluffton,SC,29910.0,5912,,No
1338,1,2003,11,2,09:27,$4.17,Swipe Transaction,4722913068560264812,Walterboro,SC,29488.0,5411,,No
1134,0,2013,2,7,11:52,$-98.00,Swipe Transaction,1799189980464955940,Oceanside,CA,92056.0,5499,,No
628,0,2011,2,25,08:07,$90.90,Swipe Transaction,-3345936507911876459,Fairfax Station,VA,22039.0,7538,,No
906,0,2010,10,25,07:15,$40.00,Swipe Transaction,-4282466774399734331,Corona,CA,92880.0,4829,,No
1024,0,2014,2,21,21:13,$59.80,Swipe Transaction,-1894617791064198714,Clifton Springs,NY,14432.0,5812,,No
1887,2,2012,7,8,22:09,$25.11,Swipe Transaction,-6478180923634249380,Mount Vernon,NY,10552.0,5812,,No
1909,0,2018,2,23,20:23,$1.34,Swipe Transaction,6666504894937430109,Milford,DE,19963.0,5499,,No
864,2,2013,10,5,19:44,$34.39,Online Transaction,2469865302537691246, ONLINE,,,4900,,No
1888,0,2019,4,3,21:16,$50.31,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1107,1,2018,6,1,07:59,$25.67,Chip Transaction,9076791046097036864,Milton,PA,17847.0,5912,,No
1025,2,2018,5,29,08:31,$85.26,Swipe Transaction,-6761066196029841443,Dallas,TX,75238.0,5310,,No
852,0,2011,11,2,14:16,$134.67,Swipe Transaction,-5581123930363301609,Petersburg,IN,47567.0,5311,,No
1377,2,2014,3,10,15:16,$14.14,Swipe Transaction,-3497990456528278726,Ukiah,CA,95482.0,5912,,No
254,1,2011,10,28,07:45,$61.00,Swipe Transaction,1799189980464955940,New Braunfels,TX,78130.0,5499,,No
472,6,2017,7,1,07:43,$60.29,Chip Transaction,-2875772643906070090,Ferdinand,IN,47532.0,5310,,No
8,0,2011,7,11,06:45,$55.95,Swipe Transaction,-4693979874497918566,Telford,PA,18969.0,7538,,No
1101,1,2012,11,12,08:42,$26.73,Swipe Transaction,7104072324879282828,Vacaville,CA,95687.0,4121,,No
112,0,2003,2,14,12:30,$79.00,Swipe Transaction,-8254405722253003769,Georgetown,TX,78633.0,5499,,No
1150,0,2006,10,31,17:39,$87.00,Swipe Transaction,2027553650310142703,Yorba Linda,CA,92886.0,5541,,No
1266,5,2010,6,11,05:57,$614.91,Swipe Transaction,-2187837027406294082,Montebello,CA,90640.0,3058,,No
912,1,2013,4,15,17:02,$140.32,Swipe Transaction,-212982417349831246,Laurel,MD,20723.0,5300,,No
969,1,2007,12,10,10:44,$6.99,Swipe Transaction,-3423479375313292542,San Antonio,TX,78221.0,7230,,No
1307,3,2018,6,22,07:58,$6.74,Swipe Transaction,-3096743575434866479,Vallecito,CA,95251.0,5814,,No
973,6,2008,8,24,11:14,$32.29,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
896,4,2011,6,10,11:52,$14.01,Swipe Transaction,4722913068560264812,Massillon,OH,44646.0,5411,,No
297,0,2017,10,25,09:29,$79.06,Online Transaction,8528733969764750207, ONLINE,,,4899,"Insufficient Balance,",No
1823,1,2013,11,27,14:28,$58.72,Swipe Transaction,7138278207529235036,Alsip,IL,60803.0,5211,,No
975,0,2015,3,24,08:27,$3.02,Chip Transaction,1799189980464955940,Weston,CT,6883.0,5499,,No
1491,0,2008,5,9,16:56,$23.84,Swipe Transaction,-1288082279022882052,Utica,MI,48315.0,5499,,No
1776,0,2011,1,17,20:48,$-89.00,Swipe Transaction,-3573329020209088012,Philadelphia,PA,19133.0,5541,,No
909,0,2017,8,5,15:47,$6.05,Swipe Transaction,2586793385812723670,Baton Rouge,LA,70815.0,5921,,No
252,1,2010,3,21,11:10,$12.82,Swipe Transaction,2027553650310142703,Greenville,SC,29607.0,5541,,No
1248,3,2010,2,12,20:02,$218.25,Swipe Transaction,-8566951830324093739,Corpus Christi,TX,78418.0,3640,,No
1772,0,2007,4,26,16:40,$145.52,Swipe Transaction,-3693650930986299431,New Kensington,PA,15068.0,4814,,No
1249,0,2008,5,23,10:57,$17.76,Swipe Transaction,8037267397076909433,Alta,IA,51002.0,5812,,No
1120,0,2017,5,5,08:34,$53.79,Chip Transaction,4107126190362550930,Postville,IA,52162.0,5300,,No
1133,1,2004,3,1,11:02,$9.78,Swipe Transaction,-1046622217034093949,Martinsville,IN,46151.0,5812,,No
1933,2,2006,10,8,13:53,$112.66,Swipe Transaction,4081535247279879452,Saint Joseph,MN,56374.0,5541,,No
1475,0,2015,4,11,11:16,$176.98,Chip Transaction,-5813588434937939440,Winston,GA,30187.0,8021,,No
215,0,2018,1,4,16:54,$45.05,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1780,2,2008,3,13,16:04,$70.96,Swipe Transaction,-2472481739355111587,Morris Plains,NJ,7950.0,7538,,No
883,0,2015,2,11,05:30,$146.69,Chip Transaction,6042526206085641250,Kirkland,WA,98033.0,5912,,No
515,1,2017,5,27,05:28,$40.00,Swipe Transaction,-4282466774399734331,Suring,WI,54174.0,4829,,No
1888,0,2012,6,5,10:16,$-71.00,Swipe Transaction,-1288082279022882052,Berkeley Heights,NJ,7922.0,5499,,No
1312,1,2002,12,3,19:02,$66.00,Swipe Transaction,1799189980464955940,Columbus,OH,43204.0,5499,,No
1827,0,2006,8,4,07:30,$13.48,Swipe Transaction,6135208568923449408,Marietta,GA,30062.0,9402,,No
1777,2,2019,5,29,07:56,$185.59,Swipe Transaction,3184420917415178698,Holly,MI,48442.0,8043,,No
101,0,2011,7,13,08:08,$73.47,Swipe Transaction,-695360703035524732,Waldorf,MD,20603.0,5300,,No
392,0,2013,12,26,17:49,$9.50,Swipe Transaction,4062391953085380558,West Columbia,SC,29172.0,5813,,No
1447,0,2018,4,18,07:31,$33.85,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
665,1,2013,4,25,09:45,$186.61,Online Transaction,5625828905483550857, ONLINE,,,7922,,No
1962,0,2005,11,6,07:51,$39.56,Swipe Transaction,3913856655154088104,Burley,ID,83318.0,5912,,No
1683,0,2019,1,15,12:31,$-72.00,Chip Transaction,-5162038175624867091,Katonah,NY,10536.0,5541,,No
921,0,2013,6,28,13:04,$237.21,Swipe Transaction,7834055923142137930,Fort Collins,CO,80525.0,3395,,No
1564,2,2008,3,15,07:44,$6.47,Swipe Transaction,-1662162349688630531,West Linn,OR,97068.0,5541,,No
1036,7,2003,11,25,13:40,$262.72,Swipe Transaction,-6294296669786078622,South Ozone Park,NY,11420.0,7802,,No
1686,1,2018,11,2,13:17,$5.35,Chip Transaction,-5735430426301836726,Brooklyn,NY,11215.0,5300,,No
1950,0,2013,1,26,16:02,$3.52,Swipe Transaction,97032797689821735,Syracuse,NY,13212.0,5411,,No
68,1,2013,5,9,19:28,$145.83,Swipe Transaction,6698459923198770712,Mount Vernon,OH,43050.0,4814,,No
177,0,2006,11,9,08:13,$1.87,Swipe Transaction,5232804510082391016,Saint Cloud,FL,34771.0,5814,,No
225,0,2014,11,9,15:58,$120.00,Swipe Transaction,-4282466774399734331,Wooster,OH,44691.0,4829,,No
75,3,2014,12,30,14:58,$1.87,Swipe Transaction,6666504894937430109,Birmingham,AL,35211.0,5499,,No
800,2,2018,9,13,09:03,$82.01,Chip Transaction,5509177631861444920,Los Angeles,CA,90018.0,5300,,No
332,2,2014,9,11,14:11,$-63.00,Swipe Transaction,1799189980464955940,Farmington,MN,55024.0,5499,,No
1792,3,2012,4,14,19:38,$54.32,Swipe Transaction,878534750241365141,Rancho Cucamonga,CA,91730.0,5812,,No
913,2,2008,8,20,14:28,$11.16,Swipe Transaction,-5467922351692495955,Sanford,FL,32773.0,5912,,No
139,0,2004,2,8,07:28,$39.98,Swipe Transaction,-5904116920141006298,Brooklyn,NY,11212.0,5719,,No
1635,0,2019,8,6,17:43,$23.25,Online Transaction,-6458444334611773637, ONLINE,,,4784,,No
458,1,2009,10,28,15:39,$128.86,Swipe Transaction,-7340301186821718314,Lafayette,CO,80026.0,5300,,No
853,4,2010,8,2,09:03,$0.83,Swipe Transaction,97032797689821735,Sunnyvale,CA,94087.0,5411,,No
1755,0,2015,4,19,11:29,$27.98,Swipe Transaction,6661973303171003879,Medford,OR,97504.0,5211,,No
1268,0,2017,8,31,15:39,$-72.00,Swipe Transaction,1799189980464955940,Los Angeles,CA,90022.0,5499,,No
1329,0,2018,3,21,08:35,$84.00,Swipe Transaction,2027553650310142703,Tujunga,CA,91042.0,5541,,No
1719,2,2016,2,17,13:29,$16.71,Chip Transaction,-794809796539996541,Freeport,OH,43973.0,5814,,No
1635,0,2016,1,9,10:27,$15.77,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
286,0,2012,1,26,12:41,$10.53,Swipe Transaction,8919682822789039434,West Linn,OR,97068.0,5814,,No
1894,3,2010,1,27,12:00,$7.12,Swipe Transaction,2299474049981230143,Oklahoma City,OK,73159.0,5921,,No
1533,0,2019,2,17,09:06,$40.26,Chip Transaction,6042526206085641250,Abilene,TX,79606.0,5912,,No
644,0,2014,6,26,23:24,$4.32,Swipe Transaction,-6380232772327219248,Navasota,TX,77868.0,3393,,No
500,4,2017,10,28,21:53,$11.26,Chip Transaction,-3566793548389503256,Douglassville,PA,19518.0,5300,,No
1532,0,2013,6,30,13:05,$13.45,Swipe Transaction,6098563624419731578,Webster,WI,54893.0,4214,,No
1077,0,2012,2,15,10:03,$2.50,Swipe Transaction,2027553650310142703,Minneapolis,MN,55425.0,5541,,No
1402,1,2007,9,13,14:25,$37.83,Swipe Transaction,-1288082279022882052,Waianae,HI,96792.0,5499,,No
545,2,2005,1,31,23:44,$32.13,Online Transaction,31551052261259716, ONLINE,,,4784,,No
613,2,2013,6,13,14:31,$59.86,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1159,0,2016,6,25,22:24,$95.19,Chip Transaction,3991321433720498482,Staten Island,NY,10304.0,3405,,No
767,0,2012,6,26,09:20,$35.68,Swipe Transaction,-6183740721664987625,Rochester,MN,55904.0,4121,,No
1392,1,2015,8,3,07:57,$1.27,Chip Transaction,6666504894937430109,Hardinsburg,KY,40143.0,5499,,No
972,0,2012,8,2,07:16,$-75.00,Swipe Transaction,1799189980464955940,Plano,TX,75023.0,5499,,No
556,0,2015,6,2,05:54,$41.30,Swipe Transaction,-6761066196029841443,Carthage,NC,28327.0,5310,,No
1307,3,2017,1,17,08:08,$4.80,Swipe Transaction,1000028857221650920,Murphys,CA,95247.0,5812,"Technical Glitch,",No
663,0,2018,9,26,19:16,$47.02,Swipe Transaction,607737254087388642,Foxboro,MA,2035.0,5812,,No
294,0,2014,4,26,21:38,$22.74,Swipe Transaction,4751695835751691036,Albuquerque,NM,87121.0,5814,,No
1887,1,2009,11,5,07:15,$12.86,Swipe Transaction,1704172588052121931,Mount Vernon,NY,10552.0,5812,,No
426,0,2017,9,24,11:58,$6.62,Chip Transaction,-5162038175624867091,Lady Lake,FL,32159.0,5541,,No
1080,0,2002,2,6,13:02,$85.00,Swipe Transaction,-1288082279022882052,Charlotte,NC,28273.0,5499,,No
393,6,2003,5,5,13:22,$16.03,Swipe Transaction,-245178307025547046,Pleasant Grove,UT,84062.0,5311,,No
1975,0,2011,12,26,06:32,$17.56,Swipe Transaction,-844764699062151182,Baltimore,MD,21239.0,7210,,No
1057,1,2001,1,30,16:32,$31.45,Swipe Transaction,8830975993024045558,New York,NY,10032.0,4121,,No
773,1,2007,12,4,07:57,$55.33,Swipe Transaction,566232380441167138,Redford,MI,48239.0,7538,,No
1210,1,2007,10,13,09:13,$1.20,Swipe Transaction,4253651591812916276,Harvey,LA,70058.0,5812,,No
1611,0,2011,2,4,15:23,$7.49,Swipe Transaction,-8376542477611226496,Lapel,IN,46051.0,7230,,No
506,0,2014,11,9,11:38,$20.85,Swipe Transaction,-5162038175624867091,Dedham,MA,2026.0,5541,,No
1095,0,2013,4,14,13:20,$19.64,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
509,0,2017,5,13,02:34,$94.20,Chip Transaction,-6738340320657348028,Gaithersburg,MD,20879.0,7538,,No
506,0,2011,7,15,18:54,$60.25,Swipe Transaction,-4500542936415012428,Canton,MA,2021.0,5814,,No
474,0,2005,8,2,11:27,$12.84,Swipe Transaction,-5799873149174056626,Houston,TX,77058.0,5812,,No
330,0,2015,1,3,11:35,$-100.00,Swipe Transaction,1799189980464955940,Chestnut Hill,MA,2467.0,5499,,No
1539,1,2013,8,27,14:22,$21.59,Swipe Transaction,6098563624419731578,Everett,PA,15537.0,4214,,No
5,1,2012,9,16,21:30,$19.73,Swipe Transaction,6657473015144657322,Davenport,IA,52803.0,5813,,No
1575,3,2000,8,10,15:42,$4.92,Swipe Transaction,8926470443090191071,College Park,MD,20740.0,5300,,No
327,0,2015,12,16,10:13,$9.94,Chip Transaction,6098563624419731578,Philadelphia,MS,39350.0,4214,,No
1721,0,2013,12,21,06:14,$95.00,Swipe Transaction,1799189980464955940,Greenwood,IN,46143.0,5499,,No
396,1,2000,3,2,09:28,$50.00,Swipe Transaction,-3573329020209088012,Roslyn,NY,11576.0,5541,,No
1948,2,2016,5,31,16:03,$85.00,Chip Transaction,-5162038175624867091,Pomona,CA,91768.0,5541,,No
500,1,2016,12,22,16:04,$49.87,Chip Transaction,2027553650310142703,Douglassville,PA,19518.0,5541,,No
1673,4,2019,3,4,07:53,$8.30,Chip Transaction,7069584154815291371,Tampa,FL,33618.0,5812,,No
140,1,2016,9,12,12:57,$80.00,Chip Transaction,1799189980464955940,San Francisco,CA,94112.0,5499,,No
1725,1,2010,6,29,10:52,$8.28,Swipe Transaction,-727612092139916043,Wichita,KS,67213.0,5411,,No
1918,1,2005,11,20,11:18,$91.58,Swipe Transaction,8615190305800653076,Bothell,WA,98021.0,5300,,No
1757,0,2011,5,29,15:18,$17.96,Swipe Transaction,-6735109813628958797,Houston,TX,77056.0,5411,,No
1196,1,2002,8,2,13:19,$4.52,Online Transaction,-7421093378627544099, ONLINE,,,5311,,No
1816,0,2014,5,28,13:11,$33.64,Swipe Transaction,7522433618679272954,Bridgeton,NJ,8302.0,5411,,No
601,1,2011,11,3,08:52,$42.85,Online Transaction,5805127065224074672, ONLINE,,,7349,,No
123,0,2013,2,28,13:48,$80.42,Swipe Transaction,1913477460590765860,Madison,WI,53711.0,5300,,No
1791,3,2008,9,10,14:27,$94.00,Swipe Transaction,-5162038175624867091,Huntington,IN,46750.0,5541,"Insufficient Balance,",No
794,0,2018,9,29,15:52,$20.00,Chip Transaction,-4282466774399734331,Randolph,ME,4346.0,4829,,No
759,2,2006,5,26,22:22,$86.60,Swipe Transaction,-3901798717782287485,Myrtle Beach,SC,29579.0,5411,,No
1502,2,2010,7,6,08:23,$34.46,Swipe Transaction,1799189980464955940,Kirkville,NY,13082.0,5499,,No
628,1,2012,12,20,09:23,$28.33,Swipe Transaction,6091778774361517457,Burke,VA,22009.0,5411,,No
94,0,2017,12,16,08:00,$40.70,Chip Transaction,3317972185519381775,Hopkins,MN,55305.0,5300,,No
172,2,2006,10,26,19:21,$-59.00,Swipe Transaction,1799189980464955940,Acworth,GA,30101.0,5499,,No
353,0,2005,12,26,07:10,$1.31,Swipe Transaction,-6571010470072147219,Elgin,SC,29045.0,5499,,No
1669,0,2010,9,26,09:11,$89.00,Swipe Transaction,-1288082279022882052,Providence,RI,2904.0,5499,,No
456,1,2003,10,12,08:05,$5.00,Swipe Transaction,4722913068560264812,Winton,CA,95388.0,5411,,No
1399,1,2010,1,24,08:35,$140.00,Swipe Transaction,-4282466774399734331,Channelview,TX,77530.0,4829,,No
1660,2,2007,8,22,11:09,$14.83,Swipe Transaction,97032797689821735,Clinton,OH,44216.0,5411,,No
1474,0,2013,5,15,10:03,$53.20,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1519,1,2015,11,19,07:56,$155.61,Swipe Transaction,6698459923198770712,New Orleans,LA,70121.0,4814,,No
192,2,2016,12,30,12:16,$16.35,Chip Transaction,-5162038175624867091,Palm Bay,FL,32907.0,5541,,No
1822,1,2019,3,17,08:59,$44.35,Swipe Transaction,97032797689821735,Cramerton,NC,28032.0,5411,,No
1644,4,2008,8,20,10:44,$59.63,Swipe Transaction,2910328604019547969,Palm Bay,FL,32905.0,7538,,No
808,2,2018,2,20,23:37,$64.27,Chip Transaction,-5162038175624867091,Alpine,UT,84004.0,5541,,No
1447,0,2018,5,12,12:16,$18.07,Chip Transaction,-7119519548746990349,Warwick,RI,2889.0,5812,,No
621,0,2012,1,2,11:32,$13.37,Swipe Transaction,422485212095998690,Claremont,NC,28610.0,5411,,No
